timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,cloud_provider,cloud_region
2026-01-25T19:11:20,codecarbon,711685dd-9076-4e1d-b732-53a44527d383,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,14048.16958965303,0.1250790493027698,8.903583381773449e-06,52.12766358476579,50.15262792952201,20.0,0.1964501926853567,0.1955511783852586,0.0753707033581301,0.4673720744287458,0.0,Netherlands,NLD,Linux-5.14.0-570.76.1.el9_6.x86_64-x86_64-with-glibc2.34,3.9.21,3.2.1,9,Intel(R) Xeon(R) Platinum 8360Y CPU @ 2.40GHz,1,4 x NVIDIA A100-SXM4-40GB,60,machine,6.866585956416428,0,10.893327161373602,54.83506029539512,N,1.0,0.0,,
2026-01-27T05:13:56,codecarbon,09276af8-57b5-4c2c-808b-c82f1265cc9b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,19389.59044468007,0.26003268964635656,1.3410942865876873e-05,51.337884332375204,111.58938207744181,20.0,0.26699509706010177,0.6006332977284714,0.10401328506718345,0.9716416798557538,0.0,Netherlands,NLD,Linux-5.14.0-570.76.1.el9_6.x86_64-x86_64-with-glibc2.34,3.9.21,3.2.1,9,Intel(R) Xeon(R) Platinum 8360Y CPU @ 2.40GHz,1,4 x NVIDIA A100-SXM4-40GB,60,machine,6.220754814394097,0,12.423826733436593,62.54423474874068,N,1.0,0.0,,
