timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,cloud_provider,cloud_region
2026-01-21T13:37:29,codecarbon,3b0ab59d-f778-4edc-81b3-55a1bbefaedf,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,11817.165322433051,0.227916446137267,1.928689663879061e-05,52.14349021361394,189.9230863779273,20.0,0.1652920301310261,0.6229451636335135,0.0633984943973718,0.8516356881619113,0.0,Netherlands,NLD,Linux-5.14.0-570.76.1.el9_6.x86_64-x86_64-with-glibc2.34,3.9.21,3.2.1,9,Intel(R) Xeon(R) Platinum 8360Y CPU @ 2.40GHz,1,4 x NVIDIA A100-SXM4-40GB,60,machine,9.728227923122498,0,11.059122851579357,55.68017034294058,N,1.0,0.0,,
2026-01-22T08:05:12,codecarbon,93d1ced1-4951-481f-aec9-29e6a4e92faf,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,18082.848751351004,0.37117719041683933,2.0526477631966475e-05,50.719325358544786,207.967826174592,20.0,0.24603128859388218,1.0438988178961637,0.0970156244918561,1.3869457309819047,0.0,Netherlands,NLD,Linux-5.14.0-570.76.1.el9_6.x86_64-x86_64-with-glibc2.34,3.9.21,3.2.1,9,Intel(R) Xeon(R) Platinum 8360Y CPU @ 2.40GHz,1,4 x NVIDIA A100-SXM4-40GB,60,machine,6.808242974109315,0,10.72806483735385,54.000837927715104,N,1.0,0.0,,
